"","gene","IL-1_1","IL-1_2","IL-1_3","LPS_1","LPS_2","LPS_3","PAM_1","PAM_2","PAM_3","Con_1","Con_2","Con_3"
"433","22349",0,0,2,2,3,1,1,1,0,0,0,3
"434","319651",1129,970,1057,1089,818,859,825,653,409,549,306,256
"435","58184",2522,2265,2181,2473,1895,2188,1655,1516,1138,1550,1003,918
"436","18802",9,8,5,2,7,1,10,4,0,7,2,7
"437","77264",715,658,801,778,529,797,342,378,256,510,235,174
"438","66821",873,970,995,999,775,907,706,864,752,526,478,813
"439","57751",249,262,283,231,201,242,174,141,148,158,78,186
"440","269209",81,52,70,80,39,66,42,22,36,45,13,18
"441","67534",753,458,502,629,503,499,324,257,129,429,122,75
"442","104086",74,139,119,120,111,144,113,131,54,55,37,72
"443","241113",31,46,33,17,26,42,29,24,20,27,16,31
"444","22420",147,115,148,223,131,226,139,71,74,51,43,37
"445","22409",120,94,156,298,177,178,125,119,131,57,53,46
"446","12570",1,0,0,0,0,0,2,0,0,0,0,3
"447","260298",0,3,0,1,0,1,0,0,0,0,0,1
"448","12958",0,0,0,0,1,1,0,0,0,0,0,0
"449","723900",0,0,0,0,0,0,0,0,0,0,0,0
"450","241116",2,2,0,0,0,5,1,2,2,0,0,1
"451","16147",1,1,2,0,4,0,0,3,2,0,2,4
"452","75570",144,136,137,126,111,154,112,140,84,109,69,167
"453","22626",2,7,5,4,10,6,3,6,2,2,4,12
"454","69171",454,347,512,464,333,443,338,187,97,293,62,55
"455","227298",701,717,762,736,425,686,535,757,461,365,389,398
"456","68818",552,498,664,702,639,842,631,627,456,323,259,490
"457","74104",141,164,145,95,122,113,126,76,75,100,60,48
"458","245860",213,184,197,196,161,272,132,35,45,214,30,23
"459","52231",330,388,382,350,260,312,261,176,163,222,106,154
"460","74577",98,85,79,96,48,84,57,52,36,36,30,23
"461","20872",2492,2622,2552,2861,2029,2688,1889,1882,1876,1741,1330,2214
"462","22145",1612,1738,1794,1925,1508,1783,1415,1548,1171,1123,959,1500
"463","381272",0,1,0,0,4,0,4,0,0,0,0,0
"464","56812",777,740,831,909,709,967,562,481,342,421,216,215
"465","19275",1856,1621,2088,2072,1682,2480,1326,1090,792,916,550,544
"466","19711",4,1,2,6,4,2,2,2,6,0,1,1
"467","13437",3734,4418,4544,4671,3882,4428,4264,5652,3071,2258,2016,3778
"468","13346",52,56,50,63,34,59,46,19,25,18,18,17
"469","100503248",0,0,0,0,2,0,1,0,0,0,0,0
"470","11790",525,483,511,465,284,431,304,240,219,384,228,155
"471","69080",675,665,750,754,533,673,499,532,412,402,270,312
"472","100862164",0,0,0,0,0,0,0,0,0,0,0,0
"473","241118",0,0,1,0,0,0,0,0,0,0,0,0
"474","74241",2610,2160,2421,3013,1935,2538,1456,1175,981,1720,873,580
"475","319998",5,3,7,10,7,3,5,4,4,3,1,2
"476","98733",387,339,362,387,292,450,193,149,135,297,130,111
"477","16322",6,1,15,5,4,0,5,1,6,4,3,3
"478","71728",200,183,187,143,115,142,126,91,84,141,51,42
"479","20536",115,136,128,113,93,134,76,57,57,106,27,31
"480","100862333",0,0,0,0,0,0,0,0,0,0,0,0
"481","620079",0,0,0,1,0,0,1,0,0,0,0,0
"482","13838",100,36,45,32,36,34,50,69,30,46,42,39
"483","18505",691,726,702,786,640,744,518,368,405,434,271,225
"484","100039210",0,0,0,0,0,0,0,2,0,0,0,0
"485","433323",31,24,44,30,22,18,27,12,16,22,11,22
"486","23874",6857,7402,7272,8047,5666,6605,5675,6384,5884,4569,3999,7642
"487","68393",1,0,0,0,0,1,0,0,0,0,0,0
"488","74205",2241,2188,2516,2247,1439,2100,1903,2585,921,1525,1130,1094
"489","195434",124,103,101,83,60,87,57,79,53,61,38,32
"490","57814",0,0,0,0,1,0,1,0,0,0,0,0
"491","20254",188,264,247,244,119,198,185,255,100,111,122,140
"492","100862182",0,0,0,0,0,0,0,0,0,0,0,0
"493","252903",2,1,5,6,1,5,5,0,3,0,0,0
"494","69368",576,484,634,603,586,625,480,533,242,373,240,263
"495","100038695",0,0,1,0,0,1,0,0,0,0,0,0
"496","69163",1358,1432,1417,1582,1183,1499,1191,1003,1201,832,721,1358
"497","100862198",0,0,0,0,0,0,0,0,0,0,0,0
"498","20720",2,4,0,3,1,2,8,0,0,3,4,15
"499","241128",0,0,0,0,1,4,1,0,0,0,0,0
"500","26554",1019,1162,1075,1303,944,1438,846,1116,765,757,496,940
"501","72208",0,0,0,0,0,0,0,0,0,0,0,2
"502","210293",5,1,2,0,3,1,2,0,0,0,0,1
"503","241134",0,0,0,0,0,0,0,0,0,0,0,0
"504","16367",247,268,228,152,118,176,143,128,80,271,182,176
"505","100503073",12,8,11,12,6,2,1,2,4,13,8,13
"506","76867",1142,1176,1272,1285,859,1099,726,752,455,719,361,323
"507","100503095",16,13,7,6,9,16,9,7,2,0,1,6
"508","12829",9,6,7,12,8,4,2,4,0,3,4,5
"509","12828",15,4,7,12,2,8,7,7,10,3,2,10
"510","75734",3972,4166,4420,4211,3389,4257,3506,3645,2914,2443,2060,4063
"511","66261",0,3,0,0,1,1,0,0,0,3,0,0
"512","100044526",0,1,0,3,1,0,0,0,1,0,1,1
"513","15463",699,685,671,864,489,877,548,625,433,372,219,407
"514","80721",1,0,0,0,2,1,0,0,2,0,0,4
"515","71386",0,0,0,0,1,0,1,0,0,0,0,0
"516","20297",122,73,111,5884,4952,6144,1286,4798,1356,30,13,33
"517","71227",0,0,0,0,1,0,2,0,0,0,0,3
"518","77629",0,2,0,0,7,0,1,1,0,0,0,7
"519","98496",123,116,109,112,106,98,100,144,67,120,102,83
"520","227325",17,17,11,24,6,11,19,4,19,19,17,26
"521","100628595",0,0,0,0,0,0,0,0,0,0,0,0
"522","14897",2794,2757,2794,2838,2481,3345,1990,2055,1419,1777,946,1338
"523","66153",118,175,182,162,101,143,126,172,105,87,78,177
"524","71781",1,0,2,0,0,2,0,0,0,3,0,1
"525","100503433",3,0,1,0,0,1,2,2,1,0,0,0
"526","381287",1,2,2,4,2,6,1,2,1,1,0,0
"527","621875",4,4,2,13,5,6,3,5,8,0,0,0
"528","100040135",1,2,1,1,0,2,1,0,0,0,0,1
"529","665378",1,0,0,1,0,0,0,0,0,0,0,0
"530","620078",0,6,1,6,2,4,2,2,5,2,0,2
"531","100040213",0,2,0,0,0,0,0,0,0,0,0,0
"532","100039794",0,0,0,0,0,0,0,1,0,0,0,0
"533","665338",0,0,0,0,0,0,0,0,0,0,0,0
"534","109032",11,5,6,13,7,20,6,3,1,0,0,1
"535","434484",284,305,283,484,426,490,320,337,272,59,57,60
"536","100503502",0,0,0,0,0,0,0,0,0,0,0,0
"537","100503045",0,0,0,0,0,0,0,0,0,0,0,0
"538","20684",127,86,115,140,111,107,108,85,106,39,23,35
"539","319997",95,135,116,131,111,135,95,71,72,51,56,104
"540","12283",776,906,844,936,751,1163,634,768,597,490,348,767
"541","64294",2020,2140,2283,2442,1792,2421,1642,1173,990,1298,722,702
"542","71141",0,0,0,0,0,0,0,0,0,0,0,1
"543","227326",0,0,0,0,0,0,0,0,0,0,0,0
"544","70060",0,0,0,0,2,0,1,0,0,0,0,0
"545","72792",0,3,0,0,2,2,9,7,0,0,0,5
"546","70247",7173,6782,6738,7941,5804,6080,5349,5564,4409,4972,3590,4333
"547","15559",1,1,1,0,5,0,0,3,0,1,5,0
"548","78795",452,420,492,432,352,376,299,230,206,303,199,207
"549","100861644",1,0,1,0,0,0,1,0,0,0,0,0
"550","227327",0,0,0,0,3,0,1,0,0,0,0,0
"551","383538",0,0,0,0,0,0,3,0,0,0,0,0
"552","17975",25395,25452,25578,29688,20039,26148,17883,14693,18685,16391,13202,13317
"553","100303740",7,0,0,6,5,1,1,5,2,4,5,2
"554","80828",1,1,3,2,1,1,1,1,3,0,2,0
"555","319336",19,41,35,26,29,31,38,18,26,20,21,34
"556","14767",0,0,0,1,2,0,2,0,0,0,0,0
"557","71863",0,0,0,0,0,0,0,0,0,0,1,0
"558","19231",2157,2419,2463,2727,2307,2701,2267,1889,1644,1350,1331,2141
"559","18582",1267,1559,1812,1526,1211,1557,1349,1553,1137,850,720,1275
"560","26895",727,701,790,767,495,609,464,465,432,443,369,449
"561","18159",2,1,5,0,2,0,0,4,0,1,0,0
"562","208718",352,279,362,373,288,279,228,145,114,228,100,86
"563","11650",0,0,3,0,0,0,0,0,0,0,0,0
"564","76768",1,0,1,0,0,2,0,0,0,1,0,1
"565","11648",0,0,0,0,0,0,0,0,0,0,0,0
"566","13599",1,0,1,0,0,3,0,1,4,2,0,6
"567","69453",11,12,8,13,14,9,12,13,3,3,4,9
"568","11447",87,58,85,53,57,88,27,54,23,26,26,14
"569","11449",1,1,1,1,0,0,1,0,0,0,0,0
"570","26987",4263,5055,4785,5703,4050,4889,4007,4414,3802,2823,2412,4205
"571","98363",0,0,0,3,0,1,2,0,0,0,0,0
"572","227331",483,487,563,507,324,478,418,382,331,354,265,263
"573","100040591",3,3,2,1,0,1,1,9,10,2,0,10
"574","73234",0,2,2,3,1,4,2,0,1,0,1,2
"575","53972",3139,3025,3134,3565,2805,3278,2285,1552,2011,2375,1451,1140
"576","319977",11,12,18,8,12,6,8,8,5,1,2,1
"577","620454",0,0,1,0,0,0,0,0,1,0,0,0
"578","23956",17,31,17,16,13,25,18,39,20,13,20,17
"579","16331",1,3,2,1,4,9,1,0,0,8,1,2
"580","77040",1888,1934,1984,2426,1838,2034,1749,1467,1145,1319,858,1089
"581","100217415",3,1,3,3,0,0,1,1,2,0,0,0
"582","20215",9,8,4,3,11,15,5,1,0,4,2,6
"583","100503175",0,0,0,0,1,0,0,0,0,0,0,1
"584","227333",834,911,867,1182,879,1296,732,556,444,746,284,438
"585","227334",939,855,969,994,722,1004,646,609,459,552,394,436
"586","394430",0,0,0,0,0,0,0,0,1,0,0,0
"587","394434",0,0,0,0,0,0,0,0,0,0,0,1
"588","394432",68,58,69,94,46,44,43,67,52,57,31,38
"589","394435",15,27,13,14,11,30,13,18,10,18,9,16
"590","94284",376,402,455,483,374,418,387,384,267,195,188,233
"591","394433",0,2,1,0,3,0,2,1,0,0,0,2
"592","22236",0,0,0,1,2,0,1,0,0,0,0,1
"593","15504",4,1,1,0,0,1,0,0,0,0,0,3
"594","394436",3,2,0,0,2,4,8,0,1,0,0,6
"595","100040766",2,6,4,2,7,15,4,7,1,4,0,17
"596","381280",271,247,233,274,189,241,183,125,115,146,80,71
"597","78605",0,0,0,0,0,0,0,0,0,0,0,0
"598","171382",5,0,0,0,0,0,6,1,0,1,0,1
"599","75396",0,0,0,0,0,0,1,0,0,0,0,0
"600","14659",14,21,18,29,27,29,15,13,28,14,10,17
"601","100503197",71,85,80,87,65,94,48,90,85,20,20,63
"602","320982",772,589,729,850,692,1252,614,902,431,251,206,241
"603","78650",1,0,0,0,1,0,2,0,1,0,2,0
"604","73475",0,0,0,0,0,1,0,0,0,0,0,0
"605","98402",886,709,922,2334,1931,2341,947,858,442,604,224,172
"606","77331",0,0,0,0,0,0,0,0,0,0,0,0
"607","347722",309,349,406,427,354,586,239,217,154,248,115,180
"608","74403",1,1,6,1,7,2,3,2,6,0,2,2
"609","14472",0,0,0,0,0,0,0,0,0,0,0,0
"610","208372",0,0,0,0,1,0,1,0,0,0,0,2
"611","74918",0,0,1,0,2,4,4,5,1,0,0,1
"612","12778",1159,1156,1250,1424,1020,1263,1250,1655,870,528,355,453
"613","108679",3724,4386,4207,4777,3614,4172,3501,3556,3444,2750,2405,4173
"614","433332",0,2,0,0,0,1,0,0,0,0,0,1
"615","12835",1275,1398,1461,1269,1005,1559,799,1354,608,695,528,581
"616","171531",8,3,1,0,0,6,0,2,0,0,0,0
"617","623503",0,0,0,0,0,0,0,0,0,0,0,0
"618","19329",0,0,0,0,0,1,0,0,0,0,0,4
"619","16978",3710,3470,3769,4026,3192,3792,2938,3144,1954,2718,1797,2023
"620","329207",2,5,4,5,2,7,0,4,1,2,1,4
"621","51801",0,0,0,0,1,0,4,0,0,0,1,0
"622","67921",1528,1602,1625,2126,1395,1773,1454,1692,1374,1119,838,1625
"623","665783",11,13,8,15,12,11,7,8,9,4,3,10
"624","50880",55,48,63,63,50,61,23,34,14,38,12,12
"625","227357",15,15,30,11,11,11,16,5,6,12,4,16
"626","100503326",0,0,0,0,0,0,0,0,0,0,0,0
"627","70788",4,3,3,0,9,3,3,1,0,1,0,1
"628","227358",49,65,63,35,74,67,50,45,28,25,26,21
"629","67444",1683,1730,1827,1894,1490,1750,1455,1402,976,1148,798,1166
"630","67086",0,0,0,0,0,1,0,0,0,0,0,0
"631","55927",266,269,318,292,183,243,245,199,175,175,164,165
"632","18627",2,12,21,3,5,3,4,6,1,2,3,10
"633","74019",110,97,69,88,74,130,73,75,70,53,35,85
"634","65247",115,144,131,97,84,115,100,109,56,121,44,88
"635","13345",1172,1323,1344,2174,1551,1957,1319,1208,1111,773,714,1006
"636","208727",213,234,204,233,135,227,136,129,63,128,71,47
"637","67273",4286,4750,4773,4985,4048,4799,3596,3831,3702,2920,2276,4456
"638","259040",0,0,0,0,0,0,0,0,0,0,0,0
"639","258228",0,0,0,0,1,0,0,0,0,0,1,1
"640","259041",0,0,0,0,0,4,0,0,0,0,2,0
"641","259039",0,0,0,0,0,0,0,0,0,0,0,0
"642","258274",0,0,0,0,0,1,0,0,0,0,0,0
"643","258483",0,0,0,0,0,0,0,0,0,0,0,0
"644","258484",0,0,0,0,1,3,0,0,0,0,0,1
"645","257890",0,0,0,0,0,0,0,0,0,0,0,0
"646","66915",1233,1786,1758,1767,1092,1220,1359,1305,1631,819,1060,2135
"647","260301",0,2,1,2,0,0,0,0,0,0,0,2
"648","14733",2097,1930,2284,2745,2118,2641,1704,1572,877,971,622,480
"649","100504295",0,0,0,0,0,0,0,0,0,0,0,0
"650","387167",0,0,0,0,0,0,0,0,0,0,0,0
"651","241158",2,2,0,2,1,4,1,3,0,0,0,1
"652","67446",65,76,79,66,76,78,73,73,43,49,22,73
"653","108657",249,210,232,228,157,263,124,169,114,113,76,84
"654","100037260",36,40,47,29,33,30,38,20,38,15,10,13
"655","23830",389,373,415,358,273,327,326,204,182,299,139,131
"656","64095",0,0,0,0,6,1,3,0,0,1,0,0
"657","208760",0,0,0,0,0,1,1,0,0,0,0,0
"658","16560",0,3,3,0,1,7,5,0,1,1,0,4
"659","11611",0,0,0,0,1,1,0,0,1,0,0,1
"660","71874",1,2,0,0,0,0,6,1,0,0,0,0
"661","381284",3,4,4,1,1,3,0,0,2,5,0,5
"662","208777",4,3,0,4,0,0,0,1,1,3,3,4
"663","69821",600,625,601,584,470,521,495,459,481,353,349,551
"664","269224",161,134,138,123,89,78,97,83,55,97,40,56
"665","66385",776,821,741,779,527,607,556,581,448,444,287,386
"666","404545",0,0,0,0,1,4,1,0,0,0,0,1
"667","110611",5836,5380,5728,6417,4967,6069,3170,3217,2648,3828,2122,2107
"668","18000",9687,9650,9996,10376,7937,9350,8229,9795,5798,4987,4142,5046
"669","227377",178,207,164,215,203,152,72,90,59,143,63,51
"670","59041",1857,1907,2104,2105,1757,2031,1473,1516,1080,1251,808,1088
"671","51800",463,477,492,363,255,348,342,278,249,294,216,261
"672","67026",1422,1413,1631,1759,1197,1621,1172,772,636,832,544,430
"673","66615",1987,2262,2112,2252,1741,2100,1672,1706,1436,1275,939,1548
"674","21915",2610,2983,3159,3243,1958,2494,2184,1964,2650,1680,1782,3441
"675","66262",639,647,637,774,639,790,502,506,328,470,278,196
"676","98314",161,170,119,156,119,138,88,93,42,74,48,33
"677","381334",0,0,0,0,0,0,0,0,1,0,0,0
"678","100041596",0,0,0,0,0,0,1,0,0,0,0,0
"679","666009",0,0,0,0,0,0,0,0,0,0,0,0
"680","619597",1,0,0,0,1,0,3,0,0,0,0,0
"681","241159",0,0,0,0,4,2,1,0,0,0,0,1
"682","18566",0,0,0,0,0,0,3,0,0,0,0,0
"683","74689",0,0,0,0,2,0,0,2,0,0,0,0
"684","67698",492,481,518,502,349,464,422,409,330,323,196,295
"685","20452",3,0,1,0,2,5,0,0,0,0,0,4
"686","75381",0,0,0,0,0,0,0,0,0,0,0,1
"687","100504401",0,0,0,0,0,0,0,0,0,0,0,0
"688","73454",0,0,1,1,0,0,0,0,0,0,0,0
"689","75159",0,0,0,0,0,0,0,0,0,0,0,1
"690","227394",0,0,0,0,0,1,3,0,0,0,0,0
"691","329217",0,0,0,0,0,3,0,0,0,0,0,0
"692","67854",0,0,0,0,2,0,0,0,0,0,0,2
"693","74441",4,0,1,0,0,0,2,0,0,0,0,0
"694","634331",0,0,0,0,0,2,0,0,0,0,0,0
"695","634346",1,1,0,0,0,0,0,0,1,0,1,2
"696","52392",695,671,662,725,466,585,611,485,370,468,360,470
"697","227399",1600,1453,1735,1617,1179,1195,1075,816,669,1031,550,507
"698","252876",149,161,150,104,121,102,113,134,101,106,95,190
"699","18484",1052,1169,1510,1498,882,1078,940,946,614,455,525,418
"700","78603",33,38,25,24,40,58,26,32,11,14,10,2
"701","69030",1,0,0,0,0,0,2,0,0,0,0,2
"702","70866",0,0,0,0,0,0,0,0,0,0,0,0
"703","100504494",1,0,0,0,0,0,0,0,1,0,0,0
"704","241175",2,0,0,0,1,2,0,0,0,0,0,0
"705","100504525",0,0,0,0,0,0,0,0,0,0,0,0
"706","23836",0,0,0,0,0,0,1,0,1,0,0,3
"707","320311",0,1,1,0,2,2,0,2,0,0,0,5
"708","100504568",0,0,0,0,0,0,0,0,0,0,0,2
"709","27392",1350,1129,1299,1307,984,1180,878,795,584,645,429,469
"710","227446",687,673,745,794,625,731,640,562,376,491,249,384
"711","100042023",1,0,2,1,0,2,0,2,0,0,0,0
"712","21934",59,42,66,67,44,57,48,69,20,9,5,17
"713","635504",30,20,25,24,18,13,27,15,14,15,6,18
"714","227449",312,300,313,268,156,358,153,168,125,202,146,166
"715","626049",0,0,0,0,0,0,0,1,0,2,0,0
"716","98432",205,171,264,199,198,247,151,159,136,165,95,140
"717","12043",43,21,36,28,23,34,21,24,23,39,15,41
"718","320761",0,0,0,0,0,3,0,0,0,0,0,0
"719","70750",589,572,564,517,435,515,464,367,310,425,308,345
"720","20479",2409,2518,2485,2515,2084,2445,1968,2287,1543,1618,1021,1902
"721","20724",0,3,2,0,3,0,4,0,0,0,0,0
"722","71869",0,1,0,2,0,2,0,3,0,0,0,0
"723","241196",0,0,0,0,0,0,0,0,0,0,0,0
"724","20248",0,0,0,0,1,0,0,2,0,0,0,2
"725","394252",0,0,0,0,2,0,0,0,1,0,0,0
"726","383548",0,0,0,0,1,0,0,0,0,0,0,0
"727","381286",0,0,0,0,0,0,0,0,0,0,0,0
"728","66957",0,0,0,0,1,0,0,1,0,0,0,2
"729","116872",1,1,0,0,0,0,0,1,0,1,0,0
"730","18788",3,1,0,2,1,30,8,10,19,0,5,4
"731","241197",3,0,0,0,2,1,0,0,0,1,0,1
"732","20725",3,5,6,3,8,12,5,25,2,12,11,11
"733","241201",2,0,0,0,0,2,0,0,0,0,0,0
"734","227485",0,0,0,0,0,0,1,0,0,0,0,2
"735","319901",399,322,383,420,331,413,298,312,204,250,107,161
"736","636808",0,0,1,0,0,4,1,3,0,0,0,1
"737","634762",0,0,0,0,3,0,1,0,0,0,0,1
"738","22099",4198,4579,4190,4761,3455,4498,3335,3240,3651,2670,2356,4470
"739","67949",4668,5159,4880,5461,4275,4850,4118,4429,4097,3315,2826,5986
"740","76707",877,667,858,915,715,931,535,505,340,510,219,225
"741","68204",10,15,17,19,29,21,26,11,23,7,8,6
"742","81879",6,3,1,4,10,1,11,1,0,1,0,4
"743","14633",46,42,49,26,29,29,36,37,14,34,26,5
"744","16324",9,0,11,11,3,10,2,19,3,5,1,5
"745","100502628",0,0,0,0,0,0,0,0,0,0,0,0
"746","64143",2550,2555,2571,4738,3738,4571,2643,2573,1586,1285,853,650
"747","226351",0,0,0,3,4,1,2,0,0,0,0,0
"748","226352",448,401,409,430,282,368,328,349,179,279,136,130
"749","19258",124,115,79,110,73,87,102,85,36,69,47,55
"750","66343",312,386,314,396,272,292,272,165,233,215,151,274
"751","226356",0,0,0,1,4,0,1,0,0,0,0,1
"752","319229",0,0,1,0,4,2,0,0,0,0,0,0
"753","170706",1812,2008,2028,1647,986,1245,1411,1778,1533,1185,1206,3094
"754","13167",6019,7806,7576,8508,5328,6461,6462,7616,8086,3403,4171,9182
"755","73103",95,134,131,181,130,183,98,140,173,53,60,189
"756","68428",1054,1042,1180,1100,947,1038,932,723,329,801,294,269
"757","226359",0,0,0,0,0,1,0,1,0,0,0,1
"758","17167",0,0,0,0,3,0,1,0,0,0,0,0
"759","13798",492,536,550,665,380,597,405,292,247,376,227,260
"760","98452",0,0,0,0,0,0,0,0,2,0,0,3
"761","72999",1945,1933,2135,2645,2319,2721,2148,3634,1636,1094,903,1649
"762","70829",767,775,764,874,662,785,583,592,419,452,333,367
"763","15564",4,19,26,17,12,13,11,12,7,19,14,11
"764","66942",1204,1339,1296,1772,1136,1221,1086,997,1301,845,887,1698
"765","100502702",0,0,0,2,0,0,0,0,0,0,0,0
"766","269109",0,2,0,0,0,3,0,0,0,3,0,0
"767","74117",5301,4939,5038,6213,4618,5728,4323,4448,3030,3548,2177,3164
"768","74150",1766,2106,2363,2187,1686,1980,1679,2345,1478,1355,1042,1946
"769","71111",4,0,0,3,3,0,3,1,0,0,0,0
"770","72585",0,0,0,0,0,0,0,0,0,0,0,0
"771","210356",1,4,5,1,10,3,4,2,1,0,1,6
"772","107895",11,6,15,13,11,23,12,4,7,10,6,9
"773","667090",3,6,6,8,0,3,4,3,5,2,1,3
"774","72160",0,0,0,0,2,1,0,1,3,0,0,3
"775","266645",2,0,2,0,1,1,1,3,1,0,0,1
"776","100502745",13,10,15,19,8,5,16,6,6,5,4,18
"777","72949",592,560,601,835,524,547,454,398,299,313,148,270
"778","22625",1,4,5,1,1,3,1,2,1,0,1,1
"779","226407",1162,933,1217,1534,1056,1390,891,729,561,794,396,399
"780","226409",148,126,186,182,143,116,87,121,75,146,66,76
"781","226412",1793,1495,1617,1878,1432,1785,846,724,675,1222,619,535
"782","387147",0,0,0,0,0,3,0,0,0,0,0,0
"783","67812",3794,4317,4186,4695,3616,4823,3668,3638,2421,2550,1832,2698
"784","226413",7,5,0,0,7,3,1,0,2,1,0,10
"785","17219",6841,5983,6024,7359,4609,5581,4436,3701,3404,4734,3236,4252
"786","226414",8063,8873,8499,9270,7207,8025,6664,7435,6664,5376,4258,7492
"787","12767",0,0,0,0,3,0,0,4,0,0,0,0
"788","210417",1,0,2,0,0,1,2,1,0,1,0,2
"789","100042740",3,9,9,9,4,3,6,2,12,3,2,6
"790","13137",0,0,0,1,0,0,0,0,0,0,0,1
"791","13136",0,0,0,0,1,2,0,0,5,0,0,0
"792","22789",1,0,0,0,2,1,2,1,0,0,0,0
"793","12269",1,0,0,0,1,1,0,3,0,0,0,1
"794","12270",0,0,0,0,0,0,0,0,0,0,0,0
"795","18640",79,53,84,77,54,74,52,73,36,39,40,40
"796","226418",154,119,114,123,95,122,51,65,61,120,57,49
"797","212439",8,6,3,1,0,1,6,0,0,0,0,6
"798","64435",0,0,0,0,0,0,0,0,0,0,0,2
"799","100502856",0,1,0,0,0,3,0,0,0,0,0,0
"800","18703",0,1,0,0,1,0,2,0,0,0,0,0
"801","69169",0,1,0,0,0,0,2,1,0,1,0,0
"802","93672",25,45,36,402,268,386,117,118,120,46,29,79
"803","58181",0,1,0,0,2,0,0,0,0,0,0,0
"804","329244",0,0,0,7,4,8,2,1,7,0,0,1
"805","16153",0,0,0,0,0,2,0,0,0,0,0,0
"806","17164",636,659,775,992,687,1148,561,576,432,379,255,334
"807","226419",889,766,860,867,504,785,689,631,515,633,440,666
"808","16865",2275,2400,2443,2462,1943,2184,1756,1791,1478,1400,1033,1462
"809","54354",189,223,180,950,723,917,337,447,219,51,28,42
"810","56489",279,286,291,730,652,965,373,356,234,63,42,53
"811","14270",757,701,704,757,675,954,440,451,290,401,165,266
"812","108900",87,101,88,125,69,85,60,75,73,85,73,133
"813","26361",2,0,0,0,0,3,1,0,0,0,0,0
"814","13034",1,0,3,1,0,1,2,1,0,0,0,1
"815","226421",397,417,352,191,153,182,205,286,172,349,252,275
"816","320718",3,1,4,15,0,4,7,1,2,0,1,2
"817","212933",1,1,1,2,0,2,1,0,2,0,0,2
"818","98396",382,282,363,349,284,418,179,176,121,222,58,84
"819","226422",34,65,30,33,22,32,35,37,31,20,20,41
"820","98415",1588,1240,1307,1372,1080,1511,970,747,638,926,503,597
"821","212980",2,0,5,0,1,1,1,7,2,3,2,0
"822","13714",206,178,158,186,118,232,87,98,62,132,38,38
"823","213006",81,59,76,44,39,59,34,30,11,44,15,2
"824","18557",303,301,387,302,166,237,205,196,134,136,117,109
"825","723818",0,0,0,0,0,0,0,0,0,0,0,0
"826","213409",0,1,2,0,1,1,0,0,1,2,3,0
"827","213417",262,354,317,311,117,151,216,245,205,166,217,259
"828","74137",400,337,368,255,222,208,200,208,117,419,247,201
"829","68875",67,45,71,74,55,100,62,66,29,44,35,39
"830","213452",329,293,338,274,210,304,205,178,121,180,93,87
"831","213464",964,909,1012,1025,742,1022,724,564,447,774,354,375
"832","74626",30,21,38,23,17,40,21,19,14,8,3,15
"833","21367",1,0,1,0,1,1,1,2,0,2,0,3
"834","269116",0,1,2,1,0,9,1,2,0,0,0,4
"835","100038653",0,0,0,0,1,0,0,0,0,0,0,1
"836","16980",1,0,0,0,2,12,0,2,0,0,2,1
"837","17248",328,364,361,421,336,320,256,295,176,209,67,123
"838","240752",22,26,25,46,20,51,17,19,19,13,2,5
"839","108954",2049,1607,1938,2423,2250,2736,1595,1550,793,1375,591,721
"840","240753",9,17,6,4,16,14,4,14,1,1,0,5
"841","100502933",0,0,0,0,0,0,1,0,1,0,0,0
"842","68338",1,0,0,0,0,0,1,0,0,0,0,1
"843","280287",0,0,0,0,0,0,1,0,0,0,0,0
"844","19701",2,0,0,0,0,0,2,0,0,0,0,0
"845","214253",6,2,5,13,11,5,1,4,6,0,0,1
"846","20668",9,25,18,27,49,58,6,15,18,12,3,9
"847","20643",1878,2375,2491,2553,1766,2344,1979,1753,2416,1425,1566,3078
"848","70579",2513,2810,2761,3338,2829,3776,2326,2505,1367,1502,994,1280
"849","667118",161,155,146,137,81,148,66,62,56,92,63,49
"850","240754",0,0,0,0,0,2,0,0,0,0,2,3
"851","381290",22,24,23,39,41,70,23,23,13,2,0,3
"852","269120",8,4,8,3,13,13,5,5,2,0,0,5
"853","116847",3,5,3,3,5,0,0,3,0,0,0,0
"854","100502984",0,0,0,0,0,0,0,0,0,0,0,0
"855","14264",4,1,1,1,1,3,2,8,0,14,0,1
"856","100502999",1,10,7,6,2,8,2,9,3,1,2,1
"857","12227",240,198,243,1223,1106,1395,473,1355,309,182,118,148
"858","667414",4,13,6,9,7,7,3,9,7,2,4,7
"859","71884",1,1,0,5,6,3,3,1,0,0,0,0
"860","12654",106,73,77,117,49,104,106,223,105,20,35,111
"861","53311",0,0,0,0,0,1,0,0,0,0,0,0
"862","11539",1,0,2,0,0,2,3,1,0,0,0,0
"863","17928",0,0,0,0,2,0,0,0,0,0,0,0
"864","68507",7,1,2,20,4,5,5,4,0,1,0,2
"865","57439",2354,2322,2412,2776,2016,2435,1985,2064,1466,1515,1033,1403
"866","240755",0,0,0,0,1,2,0,0,0,0,0,1
"867","72017",7275,8599,8688,9299,7468,8701,7064,5978,5191,4482,3333,5322
"868","72674",3625,3829,4207,4726,3029,4015,3498,3455,2623,2352,1966,2542
"869","100861791",0,0,0,0,0,0,0,0,0,0,0,0
"870","240756",530,403,488,553,431,541,406,358,244,356,164,192
"871","98710",1399,1448,1339,1425,1095,1272,1139,1314,1070,998,670,1226
